user_id,exer_id,score,knowledge_code
431,12,1,"[7, 8]"
135,3,0,"[4, 7]"
481,9,1,[2]
412,19,0,"[1, 2, 3, 5, 7]"
63,5,1,"[2, 4, 7, 8]"
501,4,0,"[2, 3, 5, 7]"
257,13,1,"[2, 4, 5, 7]"
187,10,0,"[2, 5, 7, 8]"
495,3,0,"[4, 7]"
525,12,0,"[7, 8]"
470,6,1,[7]
510,14,0,"[2, 7]"
211,20,0,"[2, 3, 5, 7]"
151,3,1,"[4, 7]"
318,8,1,[7]
414,7,0,"[1, 2, 7]"
73,16,0,"[2, 7]"
455,19,0,"[1, 2, 3, 5, 7]"
419,4,0,"[2, 3, 5, 7]"
37,1,0,"[4, 6, 7]"
211,4,1,"[2, 3, 5, 7]"
485,5,1,"[2, 4, 7, 8]"
25,13,0,"[2, 4, 5, 7]"
449,18,0,"[2, 5, 6, 7]"
358,14,1,"[2, 7]"
492,6,1,[7]
341,6,1,[7]
165,11,0,"[2, 5, 7]"
35,18,1,"[2, 5, 6, 7]"
11,8,1,[7]
89,11,1,"[2, 5, 7]"
276,5,1,"[2, 4, 7, 8]"
406,10,0,"[2, 5, 7, 8]"
295,14,1,"[2, 7]"
435,9,1,[2]
180,18,1,"[2, 5, 6, 7]"
152,14,1,"[2, 7]"
326,12,1,"[7, 8]"
350,14,1,"[2, 7]"
525,17,0,"[2, 5, 7]"
371,16,1,"[2, 7]"
346,14,1,"[2, 7]"
153,6,1,[7]
289,20,1,"[2, 3, 5, 7]"
150,17,1,"[2, 5, 7]"
89,18,1,"[2, 5, 6, 7]"
11,5,1,"[2, 4, 7, 8]"
81,4,1,"[2, 3, 5, 7]"
83,12,0,"[7, 8]"
75,12,1,"[7, 8]"
463,5,1,"[2, 4, 7, 8]"
221,11,1,"[2, 5, 7]"
510,10,0,"[2, 5, 7, 8]"
390,15,0,"[1, 7]"
19,14,1,"[2, 7]"
190,8,1,[7]
95,3,1,"[4, 7]"
167,7,0,"[1, 2, 7]"
518,16,1,"[2, 7]"
110,12,1,"[7, 8]"
342,1,0,"[4, 6, 7]"
34,2,0,"[4, 7]"
506,20,0,"[2, 3, 5, 7]"
195,12,0,"[7, 8]"
172,13,1,"[2, 4, 5, 7]"
451,2,0,"[4, 7]"
83,15,0,"[1, 7]"
354,14,1,"[2, 7]"
394,3,1,"[4, 7]"
80,11,1,"[2, 5, 7]"
26,8,0,[7]
108,17,1,"[2, 5, 7]"
221,10,0,"[2, 5, 7, 8]"
47,7,0,"[1, 2, 7]"
353,16,0,"[2, 7]"
309,5,1,"[2, 4, 7, 8]"
414,4,0,"[2, 3, 5, 7]"
513,13,0,"[2, 4, 5, 7]"
472,16,1,"[2, 7]"
269,16,1,"[2, 7]"
109,15,0,"[1, 7]"
26,14,0,"[2, 7]"
421,5,1,"[2, 4, 7, 8]"
184,3,1,"[4, 7]"
425,11,0,"[2, 5, 7]"
343,20,0,"[2, 3, 5, 7]"
452,9,0,[2]
175,15,0,"[1, 7]"
132,20,0,"[2, 3, 5, 7]"
61,2,0,"[4, 7]"
235,19,0,"[1, 2, 3, 5, 7]"
157,15,1,"[1, 7]"
376,14,1,"[2, 7]"
272,3,0,"[4, 7]"
16,14,1,"[2, 7]"
137,6,1,[7]
346,8,1,[7]
123,16,1,"[2, 7]"
498,19,0,"[1, 2, 3, 5, 7]"
368,17,1,"[2, 5, 7]"
154,11,1,"[2, 5, 7]"
406,5,0,"[2, 4, 7, 8]"
503,20,0,"[2, 3, 5, 7]"
22,3,1,"[4, 7]"
258,6,1,[7]
76,20,0,"[2, 3, 5, 7]"
156,11,1,"[2, 5, 7]"
334,20,0,"[2, 3, 5, 7]"
312,10,0,"[2, 5, 7, 8]"
359,19,1,"[1, 2, 3, 5, 7]"
129,5,0,"[2, 4, 7, 8]"
313,18,1,"[2, 5, 6, 7]"
203,17,0,"[2, 5, 7]"
184,6,1,[7]
314,19,0,"[1, 2, 3, 5, 7]"
287,11,1,"[2, 5, 7]"
378,5,1,"[2, 4, 7, 8]"
520,1,1,"[4, 6, 7]"
347,17,0,"[2, 5, 7]"
528,12,1,"[7, 8]"
148,12,0,"[7, 8]"
122,5,0,"[2, 4, 7, 8]"
119,3,0,"[4, 7]"
414,8,0,[7]
369,6,1,[7]
69,10,0,"[2, 5, 7, 8]"
57,4,1,"[2, 3, 5, 7]"
85,11,0,"[2, 5, 7]"
468,19,1,"[1, 2, 3, 5, 7]"
274,9,0,[2]
345,3,0,"[4, 7]"
500,1,0,"[4, 6, 7]"
212,4,1,"[2, 3, 5, 7]"
454,11,0,"[2, 5, 7]"
399,5,0,"[2, 4, 7, 8]"
281,20,1,"[2, 3, 5, 7]"
392,2,0,"[4, 7]"
164,13,1,"[2, 4, 5, 7]"
53,1,0,"[4, 6, 7]"
203,12,1,"[7, 8]"
105,5,1,"[2, 4, 7, 8]"
500,9,1,[2]
75,10,0,"[2, 5, 7, 8]"
246,3,0,"[4, 7]"
10,18,0,"[2, 5, 6, 7]"
340,4,1,"[2, 3, 5, 7]"
98,13,0,"[2, 4, 5, 7]"
380,9,1,[2]
501,20,0,"[2, 3, 5, 7]"
109,18,1,"[2, 5, 6, 7]"
230,12,1,"[7, 8]"
352,9,1,[2]
252,14,1,"[2, 7]"
534,3,0,"[4, 7]"
499,1,0,"[4, 6, 7]"
87,18,1,"[2, 5, 6, 7]"
442,5,0,"[2, 4, 7, 8]"
249,12,0,"[7, 8]"
145,19,0,"[1, 2, 3, 5, 7]"
441,12,0,"[7, 8]"
252,19,1,"[1, 2, 3, 5, 7]"
96,14,1,"[2, 7]"
186,8,1,[7]
422,17,1,"[2, 5, 7]"
107,11,0,"[2, 5, 7]"
215,11,0,"[2, 5, 7]"
68,18,0,"[2, 5, 6, 7]"
433,7,1,"[1, 2, 7]"
384,13,1,"[2, 4, 5, 7]"
226,1,0,"[4, 6, 7]"
246,17,0,"[2, 5, 7]"
309,19,0,"[1, 2, 3, 5, 7]"
237,11,0,"[2, 5, 7]"
442,8,1,[7]
406,19,0,"[1, 2, 3, 5, 7]"
455,2,0,"[4, 7]"
515,20,0,"[2, 3, 5, 7]"
68,17,0,"[2, 5, 7]"
318,1,1,"[4, 6, 7]"
9,5,0,"[2, 4, 7, 8]"
162,6,0,[7]
490,17,0,"[2, 5, 7]"
28,7,0,"[1, 2, 7]"
357,17,0,"[2, 5, 7]"
448,16,1,"[2, 7]"
15,9,1,[2]
212,20,0,"[2, 3, 5, 7]"
501,19,0,"[1, 2, 3, 5, 7]"
132,3,0,"[4, 7]"
220,10,1,"[2, 5, 7, 8]"
458,8,1,[7]
398,19,0,"[1, 2, 3, 5, 7]"
157,6,1,[7]
394,6,1,[7]
13,14,0,"[2, 7]"
226,12,1,"[7, 8]"
441,10,0,"[2, 5, 7, 8]"
402,1,1,"[4, 6, 7]"
141,6,1,[7]
86,15,1,"[1, 7]"
152,13,1,"[2, 4, 5, 7]"
57,10,1,"[2, 5, 7, 8]"
496,7,0,"[1, 2, 7]"
185,14,1,"[2, 7]"
72,14,1,"[2, 7]"
54,15,1,"[1, 7]"
359,4,1,"[2, 3, 5, 7]"
26,9,1,[2]
204,19,1,"[1, 2, 3, 5, 7]"
117,2,0,"[4, 7]"
469,4,0,"[2, 3, 5, 7]"
413,2,1,"[4, 7]"
207,7,0,"[1, 2, 7]"
175,19,0,"[1, 2, 3, 5, 7]"
500,14,0,"[2, 7]"
95,15,1,"[1, 7]"
432,9,1,[2]
359,3,1,"[4, 7]"
531,20,0,"[2, 3, 5, 7]"
492,17,0,"[2, 5, 7]"
70,11,0,"[2, 5, 7]"
252,18,0,"[2, 5, 6, 7]"
411,17,0,"[2, 5, 7]"
193,12,1,"[7, 8]"
143,8,1,[7]
425,16,1,"[2, 7]"
531,10,0,"[2, 5, 7, 8]"
31,3,0,"[4, 7]"
411,5,1,"[2, 4, 7, 8]"
441,7,0,"[1, 2, 7]"
118,14,1,"[2, 7]"
49,6,0,[7]
314,2,1,"[4, 7]"
278,6,1,[7]
91,1,1,"[4, 6, 7]"
63,15,0,"[1, 7]"
114,11,1,"[2, 5, 7]"
407,6,1,[7]
425,7,0,"[1, 2, 7]"
179,12,1,"[7, 8]"
334,9,1,[2]
219,9,1,[2]
210,9,1,[2]
356,6,1,[7]
162,15,1,"[1, 7]"
167,13,0,"[2, 4, 5, 7]"
447,8,1,[7]
483,11,0,"[2, 5, 7]"
361,19,1,"[1, 2, 3, 5, 7]"
422,18,1,"[2, 5, 6, 7]"
61,10,0,"[2, 5, 7, 8]"
448,6,1,[7]
97,1,0,"[4, 6, 7]"
102,7,1,"[1, 2, 7]"
373,8,1,[7]
44,15,0,"[1, 7]"
215,18,0,"[2, 5, 6, 7]"
203,16,1,"[2, 7]"
376,12,1,"[7, 8]"
459,5,1,"[2, 4, 7, 8]"
404,11,0,"[2, 5, 7]"
473,6,1,[7]
235,12,1,"[7, 8]"
233,20,0,"[2, 3, 5, 7]"
500,8,1,[7]
507,5,0,"[2, 4, 7, 8]"
349,14,1,"[2, 7]"
205,18,1,"[2, 5, 6, 7]"
486,8,1,[7]
444,9,1,[2]
123,18,0,"[2, 5, 6, 7]"
522,3,0,"[4, 7]"
147,10,1,"[2, 5, 7, 8]"
128,18,1,"[2, 5, 6, 7]"
38,14,1,"[2, 7]"
119,7,1,"[1, 2, 7]"
505,1,0,"[4, 6, 7]"
305,3,1,"[4, 7]"
49,9,1,[2]
485,1,1,"[4, 6, 7]"
271,13,0,"[2, 4, 5, 7]"
218,15,1,"[1, 7]"
336,19,0,"[1, 2, 3, 5, 7]"
19,6,1,[7]
429,6,1,[7]
368,15,1,"[1, 7]"
166,19,0,"[1, 2, 3, 5, 7]"
99,17,0,"[2, 5, 7]"
303,5,0,"[2, 4, 7, 8]"
316,1,1,"[4, 6, 7]"
34,20,1,"[2, 3, 5, 7]"
516,8,1,[7]
98,2,0,"[4, 7]"
197,14,1,"[2, 7]"
50,2,0,"[4, 7]"
332,14,1,"[2, 7]"
115,14,1,"[2, 7]"
17,11,0,"[2, 5, 7]"
189,2,1,"[4, 7]"
106,17,0,"[2, 5, 7]"
213,9,1,[2]
350,6,1,[7]
150,5,1,"[2, 4, 7, 8]"
171,9,0,[2]
121,8,1,[7]
441,20,0,"[2, 3, 5, 7]"
373,9,1,[2]
333,13,0,"[2, 4, 5, 7]"
351,11,1,"[2, 5, 7]"
501,11,0,"[2, 5, 7]"
277,15,1,"[1, 7]"
203,3,1,"[4, 7]"
389,11,1,"[2, 5, 7]"
418,16,1,"[2, 7]"
186,12,1,"[7, 8]"
177,3,1,"[4, 7]"
280,20,1,"[2, 3, 5, 7]"
535,19,0,"[1, 2, 3, 5, 7]"
336,3,1,"[4, 7]"
509,16,0,"[2, 7]"
425,10,0,"[2, 5, 7, 8]"
181,6,0,[7]
100,14,0,"[2, 7]"
212,9,0,[2]
449,10,1,"[2, 5, 7, 8]"
475,2,0,"[4, 7]"
325,16,1,"[2, 7]"
82,20,1,"[2, 3, 5, 7]"
383,17,1,"[2, 5, 7]"
362,6,1,[7]
339,14,1,"[2, 7]"
118,3,0,"[4, 7]"
535,5,0,"[2, 4, 7, 8]"
18,16,1,"[2, 7]"
65,5,1,"[2, 4, 7, 8]"
129,19,0,"[1, 2, 3, 5, 7]"
68,19,0,"[1, 2, 3, 5, 7]"
24,12,0,"[7, 8]"
351,18,1,"[2, 5, 6, 7]"
87,7,0,"[1, 2, 7]"
306,15,1,"[1, 7]"
462,7,0,"[1, 2, 7]"
422,6,1,[7]
299,18,0,"[2, 5, 6, 7]"
268,12,0,"[7, 8]"
394,4,1,"[2, 3, 5, 7]"
180,4,1,"[2, 3, 5, 7]"
376,10,1,"[2, 5, 7, 8]"
512,1,0,"[4, 6, 7]"
416,4,0,"[2, 3, 5, 7]"
449,15,0,"[1, 7]"
142,18,0,"[2, 5, 6, 7]"
8,9,0,[2]
505,14,0,"[2, 7]"
454,16,0,"[2, 7]"
235,20,0,"[2, 3, 5, 7]"
432,13,0,"[2, 4, 5, 7]"
372,14,1,"[2, 7]"
384,17,1,"[2, 5, 7]"
404,8,1,[7]
194,9,0,[2]
232,5,0,"[2, 4, 7, 8]"
399,13,0,"[2, 4, 5, 7]"
20,20,0,"[2, 3, 5, 7]"
68,20,0,"[2, 3, 5, 7]"
362,15,1,"[1, 7]"
442,9,0,[2]
237,9,1,[2]
84,12,1,"[7, 8]"
321,4,0,"[2, 3, 5, 7]"
306,19,0,"[1, 2, 3, 5, 7]"
484,3,1,"[4, 7]"
91,5,0,"[2, 4, 7, 8]"
199,5,0,"[2, 4, 7, 8]"
458,16,1,"[2, 7]"
23,13,1,"[2, 4, 5, 7]"
526,13,0,"[2, 4, 5, 7]"
26,7,0,"[1, 2, 7]"
405,20,1,"[2, 3, 5, 7]"
244,4,0,"[2, 3, 5, 7]"
306,4,0,"[2, 3, 5, 7]"
113,16,1,"[2, 7]"
10,10,0,"[2, 5, 7, 8]"
331,1,0,"[4, 6, 7]"
484,11,0,"[2, 5, 7]"
27,11,0,"[2, 5, 7]"
461,10,0,"[2, 5, 7, 8]"
183,18,0,"[2, 5, 6, 7]"
451,8,1,[7]
279,9,1,[2]
176,18,1,"[2, 5, 6, 7]"
247,7,0,"[1, 2, 7]"
109,3,1,"[4, 7]"
338,17,0,"[2, 5, 7]"
485,7,0,"[1, 2, 7]"
229,17,1,"[2, 5, 7]"
84,18,0,"[2, 5, 6, 7]"
265,7,0,"[1, 2, 7]"
454,20,0,"[2, 3, 5, 7]"
83,8,0,[7]
224,16,0,"[2, 7]"
497,3,0,"[4, 7]"
53,5,0,"[2, 4, 7, 8]"
191,3,1,"[4, 7]"
509,6,0,[7]
274,5,1,"[2, 4, 7, 8]"
33,15,1,"[1, 7]"
114,14,1,"[2, 7]"
532,12,0,"[7, 8]"
153,1,1,"[4, 6, 7]"
30,9,1,[2]
519,16,0,"[2, 7]"
17,16,0,"[2, 7]"
209,18,1,"[2, 5, 6, 7]"
373,4,0,"[2, 3, 5, 7]"
55,9,1,[2]
464,19,0,"[1, 2, 3, 5, 7]"
119,18,1,"[2, 5, 6, 7]"
473,12,1,"[7, 8]"
387,14,1,"[2, 7]"
235,1,1,"[4, 6, 7]"
55,17,1,"[2, 5, 7]"
163,6,1,[7]
107,2,1,"[4, 7]"
307,7,0,"[1, 2, 7]"
380,6,1,[7]
167,6,0,[7]
74,15,1,"[1, 7]"
88,18,1,"[2, 5, 6, 7]"
229,4,1,"[2, 3, 5, 7]"
245,19,1,"[1, 2, 3, 5, 7]"
439,11,1,"[2, 5, 7]"
401,10,0,"[2, 5, 7, 8]"
286,15,0,"[1, 7]"
492,7,1,"[1, 2, 7]"
452,11,0,"[2, 5, 7]"
5,17,0,"[2, 5, 7]"
351,8,1,[7]
287,15,1,"[1, 7]"
97,18,0,"[2, 5, 6, 7]"
312,20,0,"[2, 3, 5, 7]"
287,13,0,"[2, 4, 5, 7]"
380,2,0,"[4, 7]"
66,20,1,"[2, 3, 5, 7]"
207,12,1,"[7, 8]"
207,16,1,"[2, 7]"
532,3,0,"[4, 7]"
421,8,0,[7]
399,16,0,"[2, 7]"
289,4,1,"[2, 3, 5, 7]"
104,16,1,"[2, 7]"
85,4,0,"[2, 3, 5, 7]"
34,15,1,"[1, 7]"
487,9,1,[2]
234,11,1,"[2, 5, 7]"
252,17,0,"[2, 5, 7]"
466,5,1,"[2, 4, 7, 8]"
439,20,1,"[2, 3, 5, 7]"
29,13,0,"[2, 4, 5, 7]"
381,16,1,"[2, 7]"
250,1,0,"[4, 6, 7]"
444,6,1,[7]
299,14,0,"[2, 7]"
139,20,0,"[2, 3, 5, 7]"
13,15,0,"[1, 7]"
446,5,0,"[2, 4, 7, 8]"
172,16,1,"[2, 7]"
48,1,0,"[4, 6, 7]"
458,11,1,"[2, 5, 7]"
100,1,0,"[4, 6, 7]"
196,9,1,[2]
202,3,1,"[4, 7]"
49,3,0,"[4, 7]"
498,3,0,"[4, 7]"
56,8,1,[7]
301,6,1,[7]
185,10,1,"[2, 5, 7, 8]"
530,20,0,"[2, 3, 5, 7]"
446,18,0,"[2, 5, 6, 7]"
391,4,0,"[2, 3, 5, 7]"
389,10,1,"[2, 5, 7, 8]"
33,3,1,"[4, 7]"
460,16,1,"[2, 7]"
17,5,0,"[2, 4, 7, 8]"
433,19,0,"[1, 2, 3, 5, 7]"
157,7,1,"[1, 2, 7]"
68,16,0,"[2, 7]"
96,8,1,[7]
85,2,1,"[4, 7]"
368,18,0,"[2, 5, 6, 7]"
532,20,0,"[2, 3, 5, 7]"
330,9,1,[2]
105,19,0,"[1, 2, 3, 5, 7]"
373,20,0,"[2, 3, 5, 7]"
324,8,1,[7]
287,12,1,"[7, 8]"
278,7,1,"[1, 2, 7]"
456,3,1,"[4, 7]"
405,9,1,[2]
65,6,1,[7]
138,1,1,"[4, 6, 7]"
37,16,1,"[2, 7]"
217,8,1,[7]
207,17,0,"[2, 5, 7]"
470,8,1,[7]
281,4,1,"[2, 3, 5, 7]"
103,10,0,"[2, 5, 7, 8]"
397,10,0,"[2, 5, 7, 8]"
379,20,0,"[2, 3, 5, 7]"
261,12,0,"[7, 8]"
447,5,1,"[2, 4, 7, 8]"
442,19,0,"[1, 2, 3, 5, 7]"
49,2,0,"[4, 7]"
357,14,1,"[2, 7]"
30,16,1,"[2, 7]"
244,16,1,"[2, 7]"
86,7,1,"[1, 2, 7]"
48,8,0,[7]
405,15,0,"[1, 7]"
15,2,0,"[4, 7]"
382,19,0,"[1, 2, 3, 5, 7]"
331,16,1,"[2, 7]"
336,12,0,"[7, 8]"
311,15,1,"[1, 7]"
299,9,0,[2]
25,9,1,[2]
512,13,0,"[2, 4, 5, 7]"
516,18,0,"[2, 5, 6, 7]"
381,7,0,"[1, 2, 7]"
38,18,0,"[2, 5, 6, 7]"
30,3,1,"[4, 7]"
490,8,1,[7]
469,15,1,"[1, 7]"
190,2,1,"[4, 7]"
326,7,0,"[1, 2, 7]"
92,20,0,"[2, 3, 5, 7]"
52,20,0,"[2, 3, 5, 7]"
162,3,1,"[4, 7]"
536,1,1,"[4, 6, 7]"
195,13,0,"[2, 4, 5, 7]"
54,5,1,"[2, 4, 7, 8]"
421,2,0,"[4, 7]"
461,2,1,"[4, 7]"
403,17,1,"[2, 5, 7]"
99,8,1,[7]
464,20,1,"[2, 3, 5, 7]"
308,18,1,"[2, 5, 6, 7]"
396,10,1,"[2, 5, 7, 8]"
461,20,0,"[2, 3, 5, 7]"
52,18,0,"[2, 5, 6, 7]"
365,3,0,"[4, 7]"
87,11,1,"[2, 5, 7]"
382,1,0,"[4, 6, 7]"
529,13,0,"[2, 4, 5, 7]"
336,8,1,[7]
415,14,0,"[2, 7]"
30,19,1,"[1, 2, 3, 5, 7]"
509,19,0,"[1, 2, 3, 5, 7]"
409,16,1,"[2, 7]"
263,5,0,"[2, 4, 7, 8]"
365,17,1,"[2, 5, 7]"
177,14,1,"[2, 7]"
150,15,1,"[1, 7]"
202,4,1,"[2, 3, 5, 7]"
447,4,1,"[2, 3, 5, 7]"
470,11,0,"[2, 5, 7]"
83,7,0,"[1, 2, 7]"
474,17,1,"[2, 5, 7]"
394,8,1,[7]
280,1,1,"[4, 6, 7]"
13,10,0,"[2, 5, 7, 8]"
159,17,0,"[2, 5, 7]"
19,9,1,[2]
511,7,0,"[1, 2, 7]"
242,3,1,"[4, 7]"
506,18,0,"[2, 5, 6, 7]"
135,14,0,"[2, 7]"
359,5,1,"[2, 4, 7, 8]"
39,19,1,"[1, 2, 3, 5, 7]"
85,3,1,"[4, 7]"
90,14,1,"[2, 7]"
344,10,1,"[2, 5, 7, 8]"
291,5,0,"[2, 4, 7, 8]"
70,5,0,"[2, 4, 7, 8]"
178,17,0,"[2, 5, 7]"
296,4,1,"[2, 3, 5, 7]"
536,14,1,"[2, 7]"
58,5,0,"[2, 4, 7, 8]"
165,17,0,"[2, 5, 7]"
336,16,1,"[2, 7]"
36,3,1,"[4, 7]"
163,13,1,"[2, 4, 5, 7]"
30,5,1,"[2, 4, 7, 8]"
400,19,1,"[1, 2, 3, 5, 7]"
4,2,1,"[4, 7]"
328,13,0,"[2, 4, 5, 7]"
535,8,1,[7]
256,4,1,"[2, 3, 5, 7]"
57,3,1,"[4, 7]"
497,1,0,"[4, 6, 7]"
69,20,0,"[2, 3, 5, 7]"
375,5,1,"[2, 4, 7, 8]"
374,10,1,"[2, 5, 7, 8]"
156,10,0,"[2, 5, 7, 8]"
519,20,0,"[2, 3, 5, 7]"
204,20,1,"[2, 3, 5, 7]"
492,3,1,"[4, 7]"
530,1,0,"[4, 6, 7]"
372,2,0,"[4, 7]"
321,16,1,"[2, 7]"
321,7,0,"[1, 2, 7]"
44,14,0,"[2, 7]"
518,13,0,"[2, 4, 5, 7]"
507,4,0,"[2, 3, 5, 7]"
164,3,1,"[4, 7]"
388,11,0,"[2, 5, 7]"
219,5,1,"[2, 4, 7, 8]"
259,7,0,"[1, 2, 7]"
395,12,0,"[7, 8]"
28,9,0,[2]
445,6,1,[7]
349,1,1,"[4, 6, 7]"
287,17,1,"[2, 5, 7]"
463,8,1,[7]
83,1,0,"[4, 6, 7]"
113,12,1,"[7, 8]"
161,19,0,"[1, 2, 3, 5, 7]"
507,15,0,"[1, 7]"
180,3,0,"[4, 7]"
359,6,1,[7]
198,4,1,"[2, 3, 5, 7]"
341,20,1,"[2, 3, 5, 7]"
527,20,0,"[2, 3, 5, 7]"
325,7,0,"[1, 2, 7]"
173,1,1,"[4, 6, 7]"
261,4,0,"[2, 3, 5, 7]"
376,13,1,"[2, 4, 5, 7]"
12,15,1,"[1, 7]"
138,3,1,"[4, 7]"
449,1,1,"[4, 6, 7]"
95,14,1,"[2, 7]"
350,9,1,[2]
38,6,1,[7]
314,9,1,[2]
182,1,1,"[4, 6, 7]"
180,6,1,[7]
237,16,1,"[2, 7]"
504,15,0,"[1, 7]"
14,13,0,"[2, 4, 5, 7]"
304,3,1,"[4, 7]"
82,11,1,"[2, 5, 7]"
455,1,0,"[4, 6, 7]"
321,17,0,"[2, 5, 7]"
82,4,1,"[2, 3, 5, 7]"
494,11,1,"[2, 5, 7]"
315,6,1,[7]
64,19,0,"[1, 2, 3, 5, 7]"
413,5,1,"[2, 4, 7, 8]"
59,5,1,"[2, 4, 7, 8]"
147,16,1,"[2, 7]"
86,13,0,"[2, 4, 5, 7]"
328,10,0,"[2, 5, 7, 8]"
122,1,0,"[4, 6, 7]"
154,17,1,"[2, 5, 7]"
280,10,1,"[2, 5, 7, 8]"
128,12,1,"[7, 8]"
481,4,1,"[2, 3, 5, 7]"
82,5,0,"[2, 4, 7, 8]"
171,7,0,"[1, 2, 7]"
75,14,0,"[2, 7]"
391,7,0,"[1, 2, 7]"
529,12,0,"[7, 8]"
272,8,1,[7]
440,20,1,"[2, 3, 5, 7]"
93,2,1,"[4, 7]"
276,12,1,"[7, 8]"
474,3,1,"[4, 7]"
457,6,1,[7]
12,2,1,"[4, 7]"
368,5,1,"[2, 4, 7, 8]"
307,2,1,"[4, 7]"
122,20,0,"[2, 3, 5, 7]"
485,10,0,"[2, 5, 7, 8]"
451,14,0,"[2, 7]"
332,18,1,"[2, 5, 6, 7]"
32,12,1,"[7, 8]"
239,6,0,[7]
149,4,1,"[2, 3, 5, 7]"
286,10,0,"[2, 5, 7, 8]"
290,16,1,"[2, 7]"
243,2,1,"[4, 7]"
318,13,0,"[2, 4, 5, 7]"
535,18,1,"[2, 5, 6, 7]"
327,4,1,"[2, 3, 5, 7]"
523,8,0,[7]
270,4,1,"[2, 3, 5, 7]"
66,16,1,"[2, 7]"
279,3,1,"[4, 7]"
440,11,1,"[2, 5, 7]"
140,10,1,"[2, 5, 7, 8]"
288,6,1,[7]
327,3,0,"[4, 7]"
320,12,1,"[7, 8]"
204,3,0,"[4, 7]"
99,7,1,"[1, 2, 7]"
331,4,0,"[2, 3, 5, 7]"
513,18,0,"[2, 5, 6, 7]"
182,14,1,"[2, 7]"
530,18,0,"[2, 5, 6, 7]"
499,6,0,[7]
250,5,0,"[2, 4, 7, 8]"
79,16,1,"[2, 7]"
115,17,0,"[2, 5, 7]"
309,10,0,"[2, 5, 7, 8]"
246,2,0,"[4, 7]"
42,20,1,"[2, 3, 5, 7]"
134,2,0,"[4, 7]"
5,16,0,"[2, 7]"
81,18,0,"[2, 5, 6, 7]"
475,9,0,[2]
428,18,1,"[2, 5, 6, 7]"
86,1,1,"[4, 6, 7]"
383,6,1,[7]
62,17,0,"[2, 5, 7]"
391,13,0,"[2, 4, 5, 7]"
412,15,0,"[1, 7]"
371,4,0,"[2, 3, 5, 7]"
184,10,1,"[2, 5, 7, 8]"
522,17,0,"[2, 5, 7]"
177,4,1,"[2, 3, 5, 7]"
76,18,0,"[2, 5, 6, 7]"
141,12,1,"[7, 8]"
73,18,0,"[2, 5, 6, 7]"
471,4,0,"[2, 3, 5, 7]"
198,1,1,"[4, 6, 7]"
175,14,0,"[2, 7]"
310,20,0,"[2, 3, 5, 7]"
110,1,1,"[4, 6, 7]"
112,3,0,"[4, 7]"
390,5,1,"[2, 4, 7, 8]"
438,17,0,"[2, 5, 7]"
118,12,1,"[7, 8]"
247,16,1,"[2, 7]"
199,3,1,"[4, 7]"
169,7,1,"[1, 2, 7]"
361,4,1,"[2, 3, 5, 7]"
420,16,1,"[2, 7]"
239,14,1,"[2, 7]"
430,17,0,"[2, 5, 7]"
223,16,1,"[2, 7]"
143,14,0,"[2, 7]"
520,13,0,"[2, 4, 5, 7]"
305,2,1,"[4, 7]"
327,5,0,"[2, 4, 7, 8]"
199,19,1,"[1, 2, 3, 5, 7]"
137,17,1,"[2, 5, 7]"
278,2,1,"[4, 7]"
296,9,0,[2]
43,6,1,[7]
350,12,1,"[7, 8]"
65,16,1,"[2, 7]"
500,4,0,"[2, 3, 5, 7]"
365,19,1,"[1, 2, 3, 5, 7]"
45,10,1,"[2, 5, 7, 8]"
314,5,1,"[2, 4, 7, 8]"
215,6,1,[7]
306,13,1,"[2, 4, 5, 7]"
431,8,1,[7]
464,18,1,"[2, 5, 6, 7]"
309,3,0,"[4, 7]"
195,4,0,"[2, 3, 5, 7]"
267,4,1,"[2, 3, 5, 7]"
138,20,1,"[2, 3, 5, 7]"
37,17,1,"[2, 5, 7]"
310,12,1,"[7, 8]"
116,16,1,"[2, 7]"
463,16,1,"[2, 7]"
412,12,1,"[7, 8]"
145,20,0,"[2, 3, 5, 7]"
304,10,0,"[2, 5, 7, 8]"
183,15,0,"[1, 7]"
513,17,0,"[2, 5, 7]"
151,18,0,"[2, 5, 6, 7]"
254,18,1,"[2, 5, 6, 7]"
379,4,0,"[2, 3, 5, 7]"
481,13,0,"[2, 4, 5, 7]"
268,5,0,"[2, 4, 7, 8]"
191,11,1,"[2, 5, 7]"
2,19,1,"[1, 2, 3, 5, 7]"
387,18,0,"[2, 5, 6, 7]"
302,5,1,"[2, 4, 7, 8]"
470,5,1,"[2, 4, 7, 8]"
290,3,1,"[4, 7]"
309,15,0,"[1, 7]"
310,6,1,[7]
190,13,1,"[2, 4, 5, 7]"
110,2,1,"[4, 7]"
120,13,0,"[2, 4, 5, 7]"
521,5,0,"[2, 4, 7, 8]"
292,5,1,"[2, 4, 7, 8]"
416,14,1,"[2, 7]"
392,12,1,"[7, 8]"
156,13,1,"[2, 4, 5, 7]"
456,20,1,"[2, 3, 5, 7]"
529,16,0,"[2, 7]"
516,1,0,"[4, 6, 7]"
403,10,0,"[2, 5, 7, 8]"
100,15,0,"[1, 7]"
149,11,0,"[2, 5, 7]"
231,16,0,"[2, 7]"
399,7,0,"[1, 2, 7]"
121,12,0,"[7, 8]"
287,16,1,"[2, 7]"
247,15,1,"[1, 7]"
447,15,0,"[1, 7]"
286,7,0,"[1, 2, 7]"
